('6677f9697acf35542d8eeb54', 'WRO', 'TZL', 100, '2024-06-25', '04:39:00', 'Air France', '9 hours', 352)
('6677f99b7acf35542d8ef3bd', 'ETM', 'ZAD', 100, '2024-06-27', '10:38:00', 'Lufthansa', '7 hours', 482)
('6677f99c7acf35542d8ef3bf', 'EBB', 'MCI', 100, '2024-07-01', '19:43:00', 'Air France', '6 hours', 98)
('6677f99c7acf35542d8ef3c0', 'EBB', 'VAV', 100, '2024-06-27', '04:59:00', 'Ryanair', '1 hours', 256)
('6677f99c7acf35542d8ef3c1', 'EBB', 'WUX', 100, '2024-06-25', '03:17:00', 'Lufthansa', '11 hours', 384)
('6677f99c7acf35542d8ef3c2', 'EBB', 'TMP', 100, '2024-06-24', '18:33:00', 'British Airways', '7 hours', 216)
('6677f99c7acf35542d8ef3c4', 'TRK', 'NRN', 100, '2024-06-25', '23:34:00', 'Ryanair', '11 hours', 302)
('6677f99c7acf35542d8ef3c5', 'TRK', 'VIE', 100, '2024-06-26', '09:22:00', 'Air France', '9 hours', 152)
('6677f99c7acf35542d8ef3c6', 'TRK', 'LSP', 100, '2024-06-24', '17:56:00', 'Air France', '4 hours', 343)
('6677f99c7acf35542d8ef3c7', 'TRK', 'RIY', 100, '2024-06-25', '12:51:00', 'British Airways', '2 hours', 301)
('6677f99c7acf35542d8ef3c9', 'AUH', 'DLA', 100, '2024-06-29', '22:39:00', 'Ryanair', '13 hours', 253)
('6677f99c7acf35542d8ef3ce', 'CYR', 'CUF', 100, '2024-06-30', '06:43:00', 'Ryanair', '11 hours', 236)
('6677f99c7acf35542d8ef3cf', 'CYR', 'MXP', 100, '2024-06-29', '12:16:00', 'EasyJet', '12 hours', 460)
('6677f99c7acf35542d8ef3d3', 'LSP', 'LEI', 100, '2024-06-25', '23:29:00', 'EasyJet', '12 hours', 389)
('6677f99c7acf35542d8ef3d4', 'LSP', 'NKC', 100, '2024-06-28', '16:14:00', 'EasyJet', '2 hours', 187)
('6677f99c7acf35542d8ef3d8', 'OUD', 'KWI', 100, '2024-07-01', '17:06:00', 'Air France', '8 hours', 240)
('6677f99c7acf35542d8ef3dd', 'NDR', 'KHE', 100, '2024-06-27', '19:59:00', 'British Airways', '4 hours', 271)
('6677f99c7acf35542d8ef3de', 'NDR', 'VLI', 100, '2024-06-24', '11:22:00', 'Air France', '4 hours', 369)
('6677f99c7acf35542d8ef3df', 'NDR', 'NBE', 100, '2024-06-26', '14:57:00', 'British Airways', '10 hours', 327)
('6677f99c7acf35542d8ef3e0', 'NDR', 'ONT', 100, '2024-07-02', '16:33:00', 'Ryanair', '2 hours', 442)
('6677f99c7acf35542d8ef3e2', 'PPG', 'TRS', 100, '2024-07-02', '07:58:00', 'Air France', '13 hours', 236)
('6677f99c7acf35542d8ef3e3', 'PPG', 'NOC', 100, '2024-06-30', '07:50:00', 'Lufthansa', '2 hours', 294)
('6677f99c7acf35542d8ef3e4', 'PPG', 'CEE', 100, '2024-06-24', '05:07:00', 'Lufthansa', '4 hours', 338)
('6677f99d7acf35542d8ef3e7', 'SAI', 'GDN', 100, '2024-07-01', '20:22:00', 'Air France', '5 hours', 318)
('6677f99d7acf35542d8ef3e8', 'SAI', 'IBZ', 100, '2024-06-24', '09:56:00', 'Lufthansa', '10 hours', 133)
('6677f99d7acf35542d8ef3e9', 'SAI', 'BWA', 100, '2024-07-02', '23:50:00', 'British Airways', '7 hours', 122)
('6677f99d7acf35542d8ef3ea', 'SAI', 'PEE', 100, '2024-06-25', '22:38:00', 'Lufthansa', '3 hours', 229)
('6677f99d7acf35542d8ef3ec', 'TNL', 'LCG', 100, '2024-06-25', '16:22:00', 'Lufthansa', '6 hours', 494)
('6677f99d7acf35542d8ef3ed', 'TNL', 'SNN', 100, '2024-07-01', '23:08:00', 'Ryanair', '6 hours', 455)
('6677f99d7acf35542d8ef3ee', 'TNL', 'KFZ', 100, '2024-07-02', '06:14:00', 'Lufthansa', '11 hours', 499)
('6677f99d7acf35542d8ef3f1', 'SKV', 'GSM', 100, '2024-06-30', '10:24:00', 'Air France', '1 hours', 367)
('6677f99d7acf35542d8ef3f2', 'SKV', 'WUH', 100, '2024-06-30', '22:09:00', 'Ryanair', '12 hours', 125)
('6677f99d7acf35542d8ef3f6', 'FMM', 'HEL', 100, '2024-06-27', '11:02:00', 'EasyJet', '12 hours', 205)
('6677f99d7acf35542d8ef3f7', 'FMM', 'LXR', 100, '2024-07-01', '11:43:00', 'Ryanair', '10 hours', 224)
('6677f99d7acf35542d8ef3f8', 'FMM', 'ONT', 100, '2024-06-24', '18:21:00', 'EasyJet', '5 hours', 390)
('6677f99d7acf35542d8ef3fb', 'SKO', 'SAI', 100, '2024-06-30', '05:24:00', 'Air France', '7 hours', 274)
('6677f99d7acf35542d8ef3fc', 'SKO', 'KHD', 100, '2024-06-25', '05:19:00', 'Ryanair', '11 hours', 271)
('6677f99d7acf35542d8ef3fd', 'SKO', 'ZAD', 100, '2024-06-30', '21:26:00', 'Air France', '13 hours', 158)
('6677f99d7acf35542d8ef400', 'CCS', 'SCN', 100, '2024-07-01', '15:41:00', 'Ryanair', '3 hours', 165)
('6677f99d7acf35542d8ef405', 'RVY', 'ROR', 100, '2024-06-28', '16:38:00', 'Lufthansa', '4 hours', 313)
('6677f99d7acf35542d8ef406', 'RVY', 'FAR', 100, '2024-06-26', '09:33:00', 'EasyJet', '9 hours', 437)
('6677f99e7acf35542d8ef40a', 'CNN', 'LCA', 100, '2024-06-29', '16:23:00', 'Ryanair', '11 hours', 242)
('6677f99e7acf35542d8ef40f', 'DXB', 'PAP', 100, '2024-06-24', '22:20:00', 'British Airways', '4 hours', 357)
('6677f99e7acf35542d8ef414', 'BLB', 'BBU', 100, '2024-07-01', '14:12:00', 'Air France', '3 hours', 470)
('6677f99e7acf35542d8ef415', 'BLB', 'TIQ', 100, '2024-06-24', '07:31:00', 'Lufthansa', '1 hours', 361)
('6677f99e7acf35542d8ef416', 'BLB', 'PUJ', 100, '2024-06-25', '14:07:00', 'Lufthansa', '12 hours', 69)
('6677f99e7acf35542d8ef419', 'BGW', 'PNA', 100, '2024-06-24', '16:33:00', 'British Airways', '7 hours', 214)
('6677f99e7acf35542d8ef41a', 'BGW', 'PER', 100, '2024-07-01', '22:14:00', 'Lufthansa', '5 hours', 227)
('6677f99e7acf35542d8ef41b', 'BGW', 'GRZ', 100, '2024-06-30', '10:56:00', 'Air France', '6 hours', 260)
('6677f99e7acf35542d8ef41c', 'BGW', 'INI', 100, '2024-06-28', '02:26:00', 'Air France', '13 hours', 41)
('6677f99e7acf35542d8ef41e', 'SAH', 'OVD', 100, '2024-06-29', '00:06:00', 'EasyJet', '2 hours', 66)
('6677f99e7acf35542d8ef423', 'ATI', 'NAN', 100, '2024-06-29', '16:17:00', 'Ryanair', '3 hours', 423)
('6677f99e7acf35542d8ef424', 'ATI', 'CWL', 100, '2024-06-28', '05:52:00', 'EasyJet', '14 hours', 59)
('6677f99e7acf35542d8ef428', 'TRF', 'BBU', 100, '2024-06-28', '23:15:00', 'Ryanair', '2 hours', 81)
('6677f99e7acf35542d8ef429', 'TRF', 'LIS', 100, '2024-07-03', '04:09:00', 'EasyJet', '3 hours', 385)
('6677f99e7acf35542d8ef42d', 'TXC', 'CQD', 100, '2024-06-27', '10:01:00', 'Lufthansa', '7 hours', 460)
('6677f99e7acf35542d8ef42e', 'TXC', 'TYN', 100, '2024-06-27', '23:03:00', 'EasyJet', '12 hours', 388)
('6677f99e7acf35542d8ef42f', 'TXC', 'SCN', 100, '2024-07-02', '12:14:00', 'British Airways', '13 hours', 400)
('6677f99e7acf35542d8ef430', 'TXC', 'PHF', 100, '2024-06-24', '09:57:00', 'Lufthansa', '12 hours', 64)
('6677f99e7acf35542d8ef432', 'UTH', 'GZP', 100, '2024-06-25', '10:45:00', 'Ryanair', '12 hours', 479)
('6677f99e7acf35542d8ef437', 'BUZ', 'KOA', 100, '2024-06-24', '20:39:00', 'Air France', '12 hours', 229)
('6677f99e7acf35542d8ef438', 'BUZ', 'TLN', 100, '2024-07-03', '10:23:00', 'EasyJet', '7 hours', 84)
('6677f99e7acf35542d8ef439', 'BUZ', 'ARN', 100, '2024-07-01', '04:42:00', 'Lufthansa', '9 hours', 42)
('6677f99e7acf35542d8ef43a', 'BUZ', 'IGT', 100, '2024-07-02', '12:04:00', 'Lufthansa', '7 hours', 456)
('6677f99e7acf35542d8ef43c', 'HDY', 'SCN', 100, '2024-06-25', '01:34:00', 'British Airways', '8 hours', 136)
('6677f99e7acf35542d8ef43d', 'HDY', 'MTH', 100, '2024-06-26', '22:26:00', 'Lufthansa', '7 hours', 109)
('6677f99f7acf35542d8ef441', 'MQT', 'TFN', 100, '2024-07-02', '13:48:00', 'Lufthansa', '12 hours', 361)
('6677f99f7acf35542d8ef442', 'MQT', 'ATZ', 100, '2024-07-03', '20:55:00', 'Air France', '10 hours', 285)
('6677f99f7acf35542d8ef446', 'MTH', 'CEK', 100, '2024-06-28', '11:21:00', 'Ryanair', '2 hours', 424)
('6677f99f7acf35542d8ef447', 'MTH', 'TIV', 100, '2024-07-01', '19:41:00', 'EasyJet', '11 hours', 326)
('6677f99f7acf35542d8ef448', 'MTH', 'AAC', 100, '2024-06-25', '02:24:00', 'British Airways', '9 hours', 354)
('6677f99f7acf35542d8ef449', 'MTH', 'AVV', 100, '2024-06-28', '03:28:00', 'Air France', '2 hours', 471)
('6677f99f7acf35542d8ef44b', 'OPO', 'TRN', 100, '2024-06-30', '10:12:00', 'British Airways', '14 hours', 256)
('6677f99f7acf35542d8ef44c', 'OPO', 'GDN', 100, '2024-06-26', '20:37:00', 'EasyJet', '6 hours', 484)
('6677f99f7acf35542d8ef450', 'BOM', 'ZTR', 100, '2024-06-29', '07:08:00', 'Lufthansa', '12 hours', 135)
('6677f99f7acf35542d8ef451', 'BOM', 'BFS', 100, '2024-07-02', '03:59:00', 'Ryanair', '7 hours', 215)
('6677f99f7acf35542d8ef455', 'CIA', 'BON', 100, '2024-06-24', '13:12:00', 'British Airways', '10 hours', 389)
('6677f99f7acf35542d8ef456', 'CIA', 'TRK', 100, '2024-07-02', '19:01:00', 'Ryanair', '7 hours', 345)
('6677f99f7acf35542d8ef457', 'CIA', 'LCK', 100, '2024-06-29', '02:48:00', 'Ryanair', '6 hours', 305)
('6677f99f7acf35542d8ef458', 'CIA', 'TNR', 100, '2024-06-28', '20:51:00', 'Lufthansa', '14 hours', 60)
('6677f99f7acf35542d8ef45a', 'MMX', 'SZF', 100, '2024-07-03', '12:24:00', 'British Airways', '6 hours', 419)
('6677f99f7acf35542d8ef45b', 'MMX', 'PMF', 100, '2024-07-02', '12:17:00', 'Air France', '7 hours', 281)
('6677f99f7acf35542d8ef45c', 'MMX', 'SCO', 100, '2024-06-27', '11:39:00', 'EasyJet', '7 hours', 157)
('6677f99f7acf35542d8ef45d', 'MMX', 'GMZ', 100, '2024-07-03', '16:48:00', 'Ryanair', '5 hours', 390)
('6677f99f7acf35542d8ef45f', 'CCC', 'SKB', 100, '2024-07-02', '07:54:00', 'Ryanair', '6 hours', 435)
('6677f99f7acf35542d8ef464', 'YWG', 'ERZ', 100, '2024-07-03', '21:30:00', 'British Airways', '9 hours', 188)
('6677f99f7acf35542d8ef465', 'YWG', 'MSY', 100, '2024-06-26', '02:49:00', 'Ryanair', '12 hours', 348)
('6677f99f7acf35542d8ef469', 'SZG', 'PVD', 100, '2024-06-29', '10:26:00', 'Lufthansa', '7 hours', 355)
('6677f99f7acf35542d8ef46a', 'SZG', 'CHC', 100, '2024-07-02', '04:44:00', 'Lufthansa', '11 hours', 481)
('6677f99f7acf35542d8ef46b', 'SZG', 'ZTH', 100, '2024-06-27', '08:49:00', 'Ryanair', '1 hours', 170)
('6677f9a07acf35542d8ef46e', 'PKU', 'LXR', 100, '2024-07-03', '20:30:00', 'Air France', '11 hours', 449)
('6677f9a07acf35542d8ef473', 'MDW', 'AXD', 100, '2024-07-02', '06:59:00', 'Lufthansa', '6 hours', 438)
('6677f9a07acf35542d8ef474', 'MDW', 'DLM', 100, '2024-06-29', '14:53:00', 'Air France', '5 hours', 362)
('6677f9a07acf35542d8ef478', 'PMF', 'JRO', 100, '2024-07-03', '06:56:00', 'Lufthansa', '2 hours', 316)
('6677f9a07acf35542d8ef479', 'PMF', 'PER', 100, '2024-06-25', '17:04:00', 'Air France', '1 hours', 456)
('6677f9a07acf35542d8ef47d', 'SLC', 'MAH', 100, '2024-06-30', '22:45:00', 'Air France', '1 hours', 212)
('6677f9a07acf35542d8ef47e', 'SLC', 'BRS', 100, '2024-06-27', '03:25:00', 'EasyJet', '8 hours', 455)
('6677f9a07acf35542d8ef482', 'VGO', 'CLO', 100, '2024-06-27', '11:26:00', 'Ryanair', '5 hours', 108)
('6677f9a07acf35542d8ef483', 'VGO', 'TLN', 100, '2024-07-02', '21:18:00', 'Air France', '10 hours', 204)
('6677f9a07acf35542d8ef487', 'TIV', 'IAH', 100, '2024-06-27', '14:04:00', 'Ryanair', '10 hours', 461)
('6677f9a07acf35542d8ef488', 'TIV', 'PVD', 100, '2024-06-28', '17:47:00', 'British Airways', '4 hours', 293)
('6677f9a07acf35542d8ef48c', 'BWE', 'YYZ', 100, '2024-06-25', '21:21:00', 'British Airways', '4 hours', 461)
('6677f9a07acf35542d8ef48d', 'BWE', 'AJA', 100, '2024-06-24', '11:23:00', 'Lufthansa', '9 hours', 286)
('6677f9a07acf35542d8ef48e', 'BWE', 'MCI', 100, '2024-06-29', '12:20:00', 'Lufthansa', '12 hours', 160)
('6677f9a07acf35542d8ef491', 'URC', 'MDE', 100, '2024-06-26', '02:33:00', 'British Airways', '1 hours', 325)
('6677f9a07acf35542d8ef492', 'URC', 'URG', 100, '2024-06-24', '02:02:00', 'Ryanair', '14 hours', 490)
('6677f9a07acf35542d8ef493', 'URC', 'PMF', 100, '2024-06-28', '05:31:00', 'Lufthansa', '8 hours', 393)
('6677f9a07acf35542d8ef496', 'LEI', 'NTY', 100, '2024-06-28', '19:14:00', 'Ryanair', '11 hours', 253)
('6677f9a07acf35542d8ef49b', 'CFR', 'DDG', 100, '2024-06-24', '05:25:00', 'EasyJet', '2 hours', 406)
('6677f9a07acf35542d8ef4a0', 'PSS', 'RST', 100, '2024-06-26', '02:23:00', 'British Airways', '6 hours', 433)
('6677f9a07acf35542d8ef4a1', 'PSS', 'RAR', 100, '2024-06-27', '08:26:00', 'EasyJet', '14 hours', 349)
('6677f9a07acf35542d8ef4a5', 'CEE', 'SAN', 100, '2024-06-28', '23:21:00', 'Ryanair', '11 hours', 177)
('6677f9a07acf35542d8ef4a6', 'CEE', 'INV', 100, '2024-06-26', '07:49:00', 'Ryanair', '3 hours', 459)
('6677f9a07acf35542d8ef4a7', 'CEE', 'ADU', 100, '2024-07-01', '09:06:00', 'British Airways', '1 hours', 418)
('6677f9a07acf35542d8ef4a8', 'CEE', 'BRE', 100, '2024-06-29', '09:49:00', 'Ryanair', '1 hours', 308)
('6677f9a17acf35542d8ef4aa', 'CGK', 'BON', 100, '2024-06-29', '06:27:00', 'Lufthansa', '12 hours', 59)
('6677f9a17acf35542d8ef4af', 'AVV', 'BOG', 100, '2024-06-24', '01:22:00', 'Ryanair', '12 hours', 193)
('6677f9a17acf35542d8ef4b0', 'AVV', 'HRI', 100, '2024-06-27', '02:05:00', 'Ryanair', '6 hours', 472)
('6677f9a17acf35542d8ef4b1', 'AVV', 'AZS', 100, '2024-06-25', '23:51:00', 'Lufthansa', '12 hours', 127)
('6677f9a17acf35542d8ef4b4', 'STI', 'KGS', 100, '2024-06-25', '09:56:00', 'Ryanair', '3 hours', 311)
('6677f9a17acf35542d8ef4b9', 'ADA', 'TRS', 100, '2024-06-27', '08:23:00', 'Lufthansa', '14 hours', 77)
('6677f9a17acf35542d8ef4ba', 'ADA', 'TPS', 100, '2024-06-26', '02:25:00', 'EasyJet', '4 hours', 352)
('6677f9a17acf35542d8ef4be', 'SGN', 'EXT', 100, '2024-06-26', '17:26:00', 'Ryanair', '11 hours', 382)
('6677f9a17acf35542d8ef4bf', 'SGN', 'OCF', 100, '2024-07-02', '00:32:00', 'Air France', '1 hours', 401)
('6677f9a17acf35542d8ef4c3', 'OAK', 'MUX', 100, '2024-06-26', '14:47:00', 'Lufthansa', '2 hours', 478)
('6677f9a17acf35542d8ef4c4', 'OAK', 'REG', 100, '2024-06-24', '07:04:00', 'Ryanair', '7 hours', 371)
('6677f9a17acf35542d8ef4c5', 'OAK', 'NOC', 100, '2024-06-28', '08:03:00', 'Lufthansa', '9 hours', 221)
('6677f9a17acf35542d8ef4c8', 'MHD', 'LET', 100, '2024-06-25', '11:56:00', 'Ryanair', '2 hours', 416)
('6677f9a17acf35542d8ef4c9', 'MHD', 'EBB', 100, '2024-07-01', '05:43:00', 'EasyJet', '6 hours', 433)
('6677f9a17acf35542d8ef4cd', 'KGD', 'SFO', 100, '2024-07-01', '07:00:00', 'EasyJet', '13 hours', 317)
('6677f9a17acf35542d8ef4ce', 'KGD', 'CFG', 100, '2024-06-24', '18:48:00', 'Ryanair', '1 hours', 444)
('6677f9a17acf35542d8ef4cf', 'KGD', 'PSS', 100, '2024-06-29', '17:45:00', 'Lufthansa', '9 hours', 273)
('6677f9a17acf35542d8ef4d2', 'CRL', 'HAN', 100, '2024-06-29', '08:13:00', 'British Airways', '11 hours', 325)
('6677f9a17acf35542d8ef4d3', 'CRL', 'GMZ', 100, '2024-06-30', '01:52:00', 'Air France', '2 hours', 449)
('6677f9a17acf35542d8ef4d4', 'CRL', 'ZTR', 100, '2024-06-27', '04:14:00', 'Lufthansa', '3 hours', 293)
('6677f9a17acf35542d8ef4d7', 'RAR', 'TSR', 100, '2024-06-27', '15:55:00', 'EasyJet', '1 hours', 478)
('6677f9a27acf35542d8ef4dc', 'BGY', 'BLL', 100, '2024-07-03', '17:20:00', 'British Airways', '5 hours', 334)
('6677f9a27acf35542d8ef4dd', 'BGY', 'SLZ', 100, '2024-06-24', '17:19:00', 'EasyJet', '3 hours', 144)
('6677f9a27acf35542d8ef4de', 'BGY', 'MGQ', 100, '2024-06-26', '17:47:00', 'British Airways', '9 hours', 164)
('6677f9a27acf35542d8ef4df', 'BGY', 'AAL', 100, '2024-06-27', '23:17:00', 'British Airways', '12 hours', 126)
('6677f9a27acf35542d8ef4e1', 'TPS', 'AAL', 100, '2024-06-24', '13:38:00', 'Lufthansa', '9 hours', 197)
('6677f9a27acf35542d8ef4e6', 'PEE', 'POP', 100, '2024-06-29', '22:51:00', 'Air France', '2 hours', 69)
('6677f9a27acf35542d8ef4e7', 'PEE', 'PIK', 100, '2024-07-02', '23:35:00', 'Air France', '5 hours', 362)
('6677f9a27acf35542d8ef4e8', 'PEE', 'SCO', 100, '2024-07-03', '16:06:00', 'British Airways', '7 hours', 271)
('6677f9a27acf35542d8ef4e9', 'PEE', 'LVI', 100, '2024-06-29', '03:35:00', 'EasyJet', '2 hours', 388)
('6677f9a27acf35542d8ef4eb', 'ESL', 'AAL', 100, '2024-06-28', '19:15:00', 'Air France', '12 hours', 471)
('6677f9a27acf35542d8ef4f0', 'YKS', 'GZP', 100, '2024-07-03', '18:57:00', 'Lufthansa', '7 hours', 70)
('6677f9a27acf35542d8ef4f1', 'YKS', 'CPH', 100, '2024-07-03', '17:20:00', 'Ryanair', '5 hours', 48)
('6677f9a27acf35542d8ef4f2', 'YKS', 'RMU', 100, '2024-06-29', '21:17:00', 'British Airways', '5 hours', 260)
('6677f9a27acf35542d8ef4f3', 'YKS', 'HLA', 100, '2024-06-26', '10:29:00', 'Air France', '9 hours', 468)
('6677f9a27acf35542d8ef4f5', 'IAR', 'PEK', 100, '2024-06-26', '07:01:00', 'Lufthansa', '8 hours', 132)
('6677f9a27acf35542d8ef4fa', 'MMK', 'TGD', 100, '2024-06-26', '11:12:00', 'EasyJet', '2 hours', 44)
('6677f9a27acf35542d8ef4fb', 'MMK', 'VLI', 100, '2024-07-02', '15:56:00', 'British Airways', '7 hours', 233)
('6677f9a27acf35542d8ef4fc', 'MMK', 'EDI', 100, '2024-06-26', '01:45:00', 'Lufthansa', '10 hours', 210)
('6677f9a27acf35542d8ef4ff', 'VOG', 'SUF', 100, '2024-06-26', '18:10:00', 'Air France', '6 hours', 123)
('6677f9a27acf35542d8ef504', 'VIE', 'JNB', 100, '2024-06-28', '09:02:00', 'British Airways', '13 hours', 448)
('6677f9a27acf35542d8ef509', 'BUS', 'GSM', 100, '2024-06-29', '23:45:00', 'Air France', '11 hours', 86)
('6677f9a27acf35542d8ef50a', 'BUS', 'EAS', 100, '2024-06-30', '08:26:00', 'EasyJet', '12 hours', 211)
('6677f9a27acf35542d8ef50e', 'ARN', 'MIR', 100, '2024-06-26', '23:52:00', 'British Airways', '12 hours', 372)
('6677f9a27acf35542d8ef513', 'CRA', 'AZS', 100, '2024-06-29', '17:31:00', 'EasyJet', '12 hours', 284)
('6677f9a27acf35542d8ef514', 'CRA', 'BEG', 100, '2024-06-26', '16:23:00', 'Ryanair', '13 hours', 280)
('6677f9a27acf35542d8ef515', 'CRA', 'MDE', 100, '2024-07-01', '06:06:00', 'Lufthansa', '2 hours', 244)
('6677f9a27acf35542d8ef516', 'CRA', 'MSW', 100, '2024-06-28', '11:28:00', 'Air France', '3 hours', 392)
('6677f9a37acf35542d8ef518', 'CND', 'WAW', 100, '2024-06-27', '14:20:00', 'Air France', '13 hours', 317)
('6677f9a37acf35542d8ef519', 'CND', 'IAR', 100, '2024-06-25', '23:17:00', 'Ryanair', '6 hours', 436)
('6677f9a37acf35542d8ef51a', 'CND', 'BND', 100, '2024-06-27', '19:44:00', 'EasyJet', '8 hours', 269)
('6677f9a37acf35542d8ef51b', 'CND', 'SJC', 100, '2024-06-30', '12:30:00', 'Ryanair', '14 hours', 469)
('6677f9a37acf35542d8ef51d', 'TGM', 'MZO', 100, '2024-06-24', '16:35:00', 'Ryanair', '11 hours', 397)
('6677f9a37acf35542d8ef51e', 'TGM', 'DSA', 100, '2024-07-02', '12:24:00', 'Ryanair', '8 hours', 270)
('6677f9a37acf35542d8ef522', 'IAS', 'VRA', 100, '2024-07-03', '01:22:00', 'British Airways', '11 hours', 427)
('6677f9a37acf35542d8ef523', 'IAS', 'LSP', 100, '2024-06-24', '10:25:00', 'Lufthansa', '2 hours', 104)
('6677f9a37acf35542d8ef524', 'IAS', 'ODS', 100, '2024-06-26', '12:05:00', 'Lufthansa', '4 hours', 423)
('6677f9a37acf35542d8ef525', 'IAS', 'AGP', 100, '2024-07-03', '14:44:00', 'British Airways', '11 hours', 371)
('6677f9a37acf35542d8ef527', 'SCV', 'LPK', 100, '2024-06-25', '04:21:00', 'Air France', '1 hours', 357)
('6677f9a37acf35542d8ef528', 'SCV', 'MST', 100, '2024-06-27', '13:34:00', 'Ryanair', '7 hours', 369)
('6677f9a37acf35542d8ef52c', 'NAV', 'LAQ', 100, '2024-06-27', '08:45:00', 'Ryanair', '7 hours', 311)
('6677f9a37acf35542d8ef52d', 'NAV', 'PUJ', 100, '2024-06-28', '07:51:00', 'Ryanair', '5 hours', 129)
('6677f9a37acf35542d8ef52e', 'NAV', 'NTY', 100, '2024-06-29', '12:50:00', 'Ryanair', '1 hours', 50)
('6677f9a37acf35542d8ef531', 'ASR', 'AUH', 100, '2024-07-02', '07:47:00', 'British Airways', '9 hours', 185)
('6677f9a37acf35542d8ef532', 'ASR', 'TOF', 100, '2024-06-29', '16:13:00', 'British Airways', '7 hours', 484)
('6677f9a37acf35542d8ef536', 'REG', 'DWC', 100, '2024-07-03', '04:08:00', 'Ryanair', '4 hours', 148)
('6677f9a37acf35542d8ef537', 'REG', 'IAH', 100, '2024-06-26', '08:26:00', 'British Airways', '12 hours', 204)
('6677f9a37acf35542d8ef538', 'REG', 'DLA', 100, '2024-06-25', '10:16:00', 'British Airways', '4 hours', 118)
('6677f9a47acf35542d8ef53b', 'ILZ', 'STN', 100, '2024-07-03', '08:30:00', 'Ryanair', '1 hours', 387)
('6677f9a47acf35542d8ef540', 'TBZ', 'PPG', 100, '2024-06-26', '17:09:00', 'EasyJet', '12 hours', 111)
('6677f9a47acf35542d8ef545', 'SOF', 'ABZ', 100, '2024-06-25', '12:29:00', 'Air France', '8 hours', 65)
('6677f9a47acf35542d8ef546', 'SOF', 'AGP', 100, '2024-06-27', '13:54:00', 'Ryanair', '6 hours', 115)
('6677f9a47acf35542d8ef54a', 'DLC', 'SYX', 100, '2024-06-24', '00:07:00', 'Air France', '3 hours', 42)
('6677f9a47acf35542d8ef54f', 'AGA', 'LSP', 100, '2024-06-26', '20:40:00', 'British Airways', '2 hours', 254)
('6677f9a47acf35542d8ef550', 'AGA', 'AZS', 100, '2024-06-26', '12:54:00', 'Air France', '6 hours', 446)
('6677f9a47acf35542d8ef554', 'SPC', 'LCA', 100, '2024-06-24', '17:38:00', 'Air France', '11 hours', 89)
('6677f9a47acf35542d8ef555', 'SPC', 'KTW', 100, '2024-06-26', '19:09:00', 'Lufthansa', '1 hours', 355)
('6677f9a47acf35542d8ef556', 'SPC', 'RKT', 100, '2024-06-30', '18:10:00', 'Ryanair', '13 hours', 61)
('6677f9a47acf35542d8ef559', 'BLL', 'BDO', 100, '2024-06-28', '15:15:00', 'EasyJet', '12 hours', 295)
('6677f9a47acf35542d8ef55a', 'BLL', 'MST', 100, '2024-06-25', '15:47:00', 'Lufthansa', '9 hours', 400)
('6677f9a47acf35542d8ef55b', 'BLL', 'INU', 100, '2024-06-24', '20:05:00', 'Lufthansa', '11 hours', 328)
('6677f9a47acf35542d8ef55e', 'DSA', 'TAT', 100, '2024-06-26', '10:36:00', 'British Airways', '7 hours', 477)
('6677f9a47acf35542d8ef563', 'ATZ', 'SLC', 100, '2024-07-01', '15:59:00', 'EasyJet', '14 hours', 299)
('6677f9a47acf35542d8ef568', 'PPS', 'HRG', 100, '2024-06-28', '17:10:00', 'EasyJet', '11 hours', 201)
('6677f9a47acf35542d8ef569', 'PPS', 'MAD', 100, '2024-07-01', '21:26:00', 'Ryanair', '5 hours', 355)
('6677f9a47acf35542d8ef56a', 'PPS', 'ACC', 100, '2024-06-27', '19:52:00', 'British Airways', '5 hours', 429)
('6677f9a47acf35542d8ef56d', 'IUE', 'IKA', 100, '2024-06-25', '02:09:00', 'EasyJet', '14 hours', 348)
('6677f9a47acf35542d8ef572', 'LTN', 'ERF', 100, '2024-06-28', '22:28:00', 'EasyJet', '11 hours', 372)
('6677f9a47acf35542d8ef573', 'LTN', 'LET', 100, '2024-06-28', '13:05:00', 'EasyJet', '3 hours', 250)
('6677f9a47acf35542d8ef574', 'LTN', 'PDP', 100, '2024-06-25', '04:30:00', 'Air France', '7 hours', 286)
('6677f9a47acf35542d8ef575', 'LTN', 'CCC', 100, '2024-07-01', '11:00:00', 'EasyJet', '5 hours', 234)
('6677f9a47acf35542d8ef577', 'TMP', 'KSC', 100, '2024-06-25', '22:28:00', 'British Airways', '9 hours', 195)
('6677f9a57acf35542d8ef57c', 'XBJ', 'CEI', 100, '2024-06-28', '17:24:00', 'EasyJet', '11 hours', 120)
('6677f9a57acf35542d8ef57d', 'XBJ', 'STW', 100, '2024-06-27', '02:33:00', 'Air France', '11 hours', 190)
('6677f9a57acf35542d8ef57e', 'XBJ', 'TBZ', 100, '2024-06-29', '11:24:00', 'EasyJet', '5 hours', 462)
('6677f9a57acf35542d8ef57f', 'XBJ', 'MZO', 100, '2024-06-25', '16:01:00', 'EasyJet', '8 hours', 101)
('6677f9a57acf35542d8ef581', 'PDP', 'AAL', 100, '2024-07-01', '10:59:00', 'Lufthansa', '12 hours', 82)
('6677f9a57acf35542d8ef582', 'PDP', 'TLV', 100, '2024-07-03', '11:19:00', 'EasyJet', '14 hours', 389)
